feature,psi
hpi_yoy_pct,17.63063472420993
unemployment_pct,17.112196422750067
ead_eur,0.007904092958685036
ltv_at_default,0.0033251055246203906
dpd_at_workout,0.0025247190858708763
borrower_age,0.0014444265699728584
workout_months,0.001418969426622963
