product,LRA_CCF,downturn_p90,uplift
credit_card,0.5906355072115385,0.6915915552350435,0.100956048023505
line_of_credit,0.7596772765408196,0.8314318455567353,0.0717545690159157
overdraft,0.7180197278012684,0.8034722937463359,0.08545256594506745
